Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303
539.029,-21,-26,-63,-31,-33,-30,-31,-39,-22,-21,-18,-36,-40,-42,-38,-39,-18,-20,-39,-13,-39,-45,-44,-9,-37,-32,-44,-54,-57,-36,-51,-43,-35,-46,-19,-3,-55,-15,-9,-40,-26,-31,-31,-20,-41,-45,-33,-44,-19,-31,-69,-45,-30,-27,-23,-24,-28,-38,-27,-35,-13,-44,-26,-42,-41,-28,-46,-28,-31,-45,-66,-9,-16,-34,-19,-34,-38,-30,-26,-35,-47,-28,-36,-29,-51,-22,-37,-24,-30,-27,-50,-40,-47,-41,-23,-54,-55,-38,-50,-33,-37,-20,-43,-52,-39,-27,-35,-47,-78,-38,-48,-33,-33,-17,-40,-44,-24,-49,-40,-38,-34,-36,-29,-42,-40,-35,-22,-21,-23,-24,-28,-7,16,61,99,161,259,325,503,582,636,646,629,633,676,624,602,574,551,546,510,509,476,430,439,449,447,395,418,388,343,370,328,324,296,290,267,273,253,229,238,237,199,207,200,183,205,164,185,173,157,180,165,148,176,161,147,155,155,165,158,133,174,157,168,145,162,163,165,152,159,145,114,135,107,92,58,52,18,21,21,-29,-7,-33,-43,-32,-26,-29,-47,-43,-29,-29,-50,21,-37,-50,-42,-35,-32,-43,-43,-34,-42,-8,-40,-5,-31,-64,-26,-18,-48,-45,-30,-23,-45,-44,-67,-22,-43,-37,-54,-46,-33,-36,-45,-38,-22,-38,-23,-32,-28,-49,-37,-57,-26,-26,-42,-46,-54,-48,-39,-33,-26,-42,-33,-19,-57,-41,-50,-36,-35,-42,-48,-27,-2,-13,-54,-42,-27,-34,-28,-40,-19,-52,-50,-14,-36,-41,-44,-23,-43,-18,-31
539.822,7,-11,-15,-25,-25,-5,-11,-22,3,-24,-7,-10,-18,-42,-9,-13,-27,-42,-26,-17,-16,8,-17,-20,-7,-11,-20,-16,-16,-27,-27,-21,-25,-20,-26,-18,-31,-9,-13,-18,-15,-10,-15,-6,-19,-23,-3,-22,-18,-15,-35,-23,-13,-2,-30,-32,-24,-15,-22,-27,-12,-23,-34,-29,-22,-33,0,-20,-12,-30,-25,-32,-15,-34,-14,-27,-5,-28,-15,-33,-26,-1,-15,-24,-22,-19,-13,-23,-34,-9,0,-7,-8,-19,-10,-24,-16,-24,-27,-20,-22,-16,-13,1,-19,-18,-21,-26,-24,-34,-20,-28,-28,-17,-36,-16,-19,-17,-36,-20,-33,-21,-4,-26,-36,-23,-18,-24,-5,8,15,23,40,71,133,212,310,400,526,643,659,665,744,727,691,689,652,644,615,595,550,559,534,507,437,473,459,460,393,431,391,371,358,349,339,338,330,292,296,247,268,293,240,241,197,198,213,195,197,198,210,215,191,184,185,176,214,186,185,201,161,197,187,183,231,196,182,213,187,184,146,147,162,160,145,104,90,72,37,32,20,14,-35,-28,3,-45,-12,-29,-20,-17,-28,-15,-3,-29,-19,-5,-24,-4,-24,-16,-32,-28,-18,-21,-4,-35,-17,-17,-14,-19,-26,-16,-2,-19,-34,-16,-16,-18,-26,-26,-25,-37,-13,-46,6,-15,-28,-16,-26,-19,-39,2,-22,-38,-23,-12,-67,-14,-23,-26,-43,-21,-41,-26,-30,-20,-25,-19,-36,-11,-27,-27,-6,-8,-23,-18,-29,0,-30,-53,-46,-21,-16,-33,-20,-36,-30,-24,-5,-35,1,-16,-30
540.614,7,-19,-24,-18,-17,-27,-26,-18,-22,-33,-30,-27,-52,-26,-4,-6,-30,2,-21,-3,-4,-18,-10,-37,-12,-13,-30,-13,-37,-31,-29,-19,-27,-21,-33,-18,-22,3,-14,-39,-2,-33,-23,-25,-25,-24,-34,-13,-30,-5,-32,-19,-17,-13,-20,-18,-16,-8,-12,-23,-16,-11,-34,-20,-34,-37,1,-51,-12,-14,-32,-34,-35,-12,-12,-66,-19,-18,-36,-11,-26,-21,-24,-15,-22,-16,-24,-33,-22,-14,-21,-32,-2,-15,-27,-19,-21,-26,-42,-18,-34,-36,-22,-64,-28,-26,-29,-26,-27,-20,-49,-25,-27,-26,-23,-13,-26,-6,-14,-13,-24,-9,-38,-34,-21,-18,-24,-36,-17,-1,2,17,36,82,132,216,286,431,567,636,724,725,729,709,723,700,640,654,621,608,525,568,564,524,527,511,456,475,426,410,421,406,357,377,371,347,330,288,271,287,302,243,238,226,189,243,213,223,217,212,195,231,212,211,180,158,170,222,187,160,177,200,199,202,215,209,171,216,230,211,202,187,190,168,105,139,94,76,60,25,15,-8,-2,-4,-21,1,-19,-22,1,-25,-44,-6,0,-40,-18,-23,-64,-40,-35,-23,-18,-38,-7,-34,-3,-35,-19,-21,-34,-12,-18,-21,-15,-25,12,-18,-33,-40,-22,-25,-62,-30,-36,-33,-27,-24,0,-21,-35,-28,-28,-19,-18,-16,-26,-41,-32,-34,-22,-27,-22,-22,-18,-35,-35,5,-33,-10,-15,-23,-41,-33,-28,-32,-31,-23,-26,-33,-27,-40,-13,-23,-36,-27,-20,-21,-16,-21,-15,-18,-24,-32,-36
541.407,21,-28,-9,-1,-7,-6,-15,-21,-30,-37,-31,-21,-13,-6,-39,-32,-11,-16,4,-30,-8,-18,-6,-27,-13,8,-29,-12,-36,-6,-22,8,-2,1,-13,-21,-17,-7,-21,13,-10,-10,-25,-38,-22,-25,11,2,-33,-18,-9,-12,-8,-15,-23,-27,-32,-24,-13,-8,-18,-17,-13,-14,-17,-20,-15,-6,-16,-11,-7,-16,-48,-35,-39,4,-15,-17,-29,-5,1,-18,-5,-10,-29,-10,-26,-20,-19,-25,0,-5,-30,-14,-25,8,1,-10,-19,5,1,-20,-28,-31,-14,-28,-19,-15,3,4,-14,35,8,-44,-20,-1,-26,-10,-28,-11,-7,13,-37,-2,-8,-11,-23,-7,-14,2,-2,26,79,85,153,218,321,463,610,714,792,766,769,795,755,716,714,682,684,639,643,617,597,579,567,506,509,520,463,470,437,426,404,390,375,357,350,311,321,310,291,293,259,244,228,245,227,243,214,209,213,223,204,254,209,215,187,196,177,212,196,191,232,222,209,201,175,194,194,204,223,196,180,190,143,137,101,97,49,47,-46,12,-1,-14,-18,-13,-6,-36,-20,-27,-15,-4,-17,-9,-18,-8,-31,-8,-49,-25,-26,-36,-2,-21,-17,7,-13,-49,-15,-11,-9,-22,-19,-25,-24,-20,-21,-32,-20,-14,-18,-29,-11,-4,-17,-23,-18,-17,-7,-5,-19,-30,-36,-14,-24,-3,-13,-5,-6,-18,-33,-34,-9,-8,-15,-24,-36,-28,-17,-16,-32,2,5,-8,-38,-10,-10,-23,-8,-22,-14,-32,-8,-23,-27,-6,-14,-24,-28,-30,-26,-27,-27
542.2,-1,-8,-34,-10,-27,-27,-17,-25,-9,-26,-13,-12,-15,-20,-67,-8,-28,-18,4,-14,-22,-11,-14,-22,-4,-16,-36,-18,-16,-16,-40,-48,17,-24,-34,-9,-29,-33,-22,-13,-21,-25,-12,-26,-9,-29,-19,-13,-25,-35,-21,-18,-15,-17,-31,10,-13,-7,-15,-30,-9,4,-6,-23,-12,-6,-28,-11,-40,-13,-14,6,-30,-11,-20,-9,-18,-10,-36,-13,-11,-20,-26,-7,-14,-38,-2,-29,-26,-20,-41,-17,-27,-4,-23,-19,-19,-23,-7,-43,-34,-29,-24,-35,-6,-38,-17,-18,-6,-15,-20,-18,-3,0,-25,-26,-18,-6,-25,-26,-3,-31,-17,-24,-25,-15,14,-6,-33,2,23,34,69,55,122,224,346,471,589,732,832,802,837,798,773,785,758,717,705,653,623,646,594,586,565,551,522,518,492,461,452,442,438,386,378,409,356,337,331,293,303,298,253,252,266,241,223,239,243,243,219,222,196,204,217,218,229,193,214,212,186,205,210,175,203,223,218,233,215,194,195,211,176,182,125,111,118,90,71,33,14,-43,19,-8,1,-7,-25,-19,-27,-18,-48,-33,-29,-11,-57,-16,-27,-28,-20,-31,-28,-36,-19,-15,1,-24,0,-23,-12,-9,-39,2,-26,-25,-31,-5,-5,-3,-39,-28,-7,-17,-39,-18,-17,-13,-16,-16,-27,-36,-20,-28,-40,-9,-16,-23,-19,-18,-38,-14,-31,-12,-24,-28,-16,-44,2,-2,-12,-20,-3,-33,-43,-37,-18,-24,-14,-23,-31,-30,-35,-22,-26,-16,-29,-27,-7,-27,-32,-34,-44,2,-34
542.992,7,-21,-20,-34,-19,-25,-42,-16,-47,-11,-43,-18,-32,-47,-25,0,-21,-30,-18,-21,-28,-35,-22,-25,-19,-30,-24,-33,-15,-34,-30,-34,-4,-45,-12,-32,-36,-20,-23,-2,-45,-26,-8,-38,-5,-29,-3,-40,-28,-42,-21,-21,-17,-16,-20,-28,-34,-49,-24,-26,-27,-16,-41,-45,-39,2,-37,-18,-14,-37,-39,-19,-36,-19,-14,-43,-11,-43,-31,-32,-34,-22,-26,-19,-20,-15,-25,-32,31,-18,-49,-50,-40,-47,-8,-33,-42,-37,-11,-21,-19,-26,-14,-40,-18,-10,-46,-32,-23,-37,-24,-37,-31,-39,-30,-8,-16,-29,-20,-39,-19,-20,-23,-37,-30,2,-17,-23,-16,-20,-6,16,54,90,155,232,379,488,629,747,824,873,854,810,832,802,735,701,687,709,663,668,638,585,561,536,535,501,485,496,459,457,402,432,384,369,373,378,342,292,295,280,275,305,260,247,244,250,244,248,240,248,236,218,200,216,195,221,247,234,233,212,239,222,232,230,197,217,220,210,203,228,199,163,141,126,101,48,45,36,2,39,-10,-15,-4,-32,-41,-25,-46,36,-37,-21,-31,-26,-21,-29,-31,-34,-30,-18,-26,-23,-49,-26,-20,-43,-24,-18,-21,-39,-12,-31,-11,-24,-29,-14,-42,-25,-52,-19,-31,-25,-31,-8,-37,-19,-23,-11,-16,-28,-24,-47,-19,-41,-41,-25,-37,-29,-37,-38,-10,-27,-15,-45,-13,-22,-17,-19,-37,-26,-88,-29,-30,-24,-21,-11,-43,-29,-38,-15,-38,-22,-36,-20,-7,-29,-18,-9,-28,-48,-36,-39,-32
543.785,3,-26,-36,-25,-35,-35,-40,-37,-17,-24,-42,-41,-39,-41,-39,-39,-34,-49,-21,-13,-44,-46,-29,-22,-26,-40,-46,-30,-40,-42,-22,-37,-25,-38,-31,-45,-30,-31,-25,-45,-26,-31,-18,-33,-46,-46,-24,-23,-25,-8,-38,-36,-71,-61,-31,-46,-42,-14,-43,-32,-52,-34,-35,-63,-37,-47,-54,-42,-36,-55,-37,-38,-40,9,-33,-42,-51,-58,-44,-51,-31,-41,-36,-46,-31,-32,-41,-26,-43,-55,-26,-34,-46,-18,-41,-44,-50,-50,-42,-38,-39,-54,-49,-38,-18,-41,-31,-31,-38,-25,-48,-6,-40,-45,-42,-54,-38,-49,-42,-32,-63,-25,-42,-51,-38,-34,-45,-26,-25,-8,-23,1,48,87,158,242,355,546,683,793,823,876,824,847,843,798,784,752,729,669,657,657,643,609,590,526,543,556,498,485,479,483,409,412,401,381,369,368,344,333,298,298,268,268,252,235,234,231,240,209,259,203,239,202,212,248,211,217,198,244,208,224,213,189,225,232,207,232,225,198,201,209,161,180,168,120,99,54,54,18,0,1,-28,-24,-17,-49,-32,-27,-38,-19,-38,-32,-18,-37,-44,-37,-42,-60,-62,-44,-56,-58,-55,-39,-36,-24,-41,-51,-33,-16,-49,-46,-39,-28,-3,-46,-24,-45,-33,-33,-31,-53,-19,-41,-43,-40,-52,-34,-29,-40,-24,-41,-37,-41,-44,-44,-48,-45,-44,-41,-48,-61,-35,-39,-47,-40,-47,-42,-34,-52,-54,-30,-35,-44,-48,-51,-49,-20,-23,-21,-47,-39,-22,-51,-38,-30,-17,-38,-49,-12,-48,-30,-35
544.577,-2,-15,-2,-19,-16,-31,-21,-15,-31,-14,-21,-13,-8,-39,-30,-29,-23,-45,-14,-27,-26,-5,-15,-28,-18,-42,-15,-14,-10,-21,-36,-37,-21,-34,14,-29,-11,-18,-29,-25,-27,-20,-33,-26,-16,-6,-29,-18,-29,-32,-44,-35,-42,-20,-22,-25,-34,-16,-4,-5,-16,-23,-21,-12,-15,-46,-19,-9,-22,-23,-52,-35,-11,-6,-34,-5,-23,-15,-30,-11,-29,-24,-24,-15,-37,-16,-14,-38,-21,-27,-30,-22,-23,-25,-47,-9,-40,-39,-15,-37,-27,-22,-29,-30,-42,-55,-38,-17,-41,-40,-28,-26,-33,-33,7,-42,-19,-25,-39,-26,-30,-36,-21,-11,-26,-31,-10,-14,2,-2,37,29,52,83,150,250,391,522,712,820,880,915,951,927,918,884,836,835,801,772,699,718,698,668,640,624,578,522,553,521,517,475,479,459,424,442,377,404,374,346,341,326,351,303,293,266,291,262,269,258,266,256,236,226,228,233,249,231,234,256,245,240,234,227,242,241,236,234,231,220,229,224,183,164,165,132,107,84,82,51,0,4,-3,-10,-8,-21,-11,-3,-43,-46,-34,-41,-12,-68,-41,-23,-32,-44,-25,-31,-11,-25,-37,-19,-7,-25,-29,-14,-53,-26,-31,-50,-29,6,-24,-7,-26,-40,-31,-34,-33,-13,-32,-24,-33,-44,-20,-44,-49,-32,-44,-47,-3,-4,-33,-36,-32,-21,-41,-35,-23,-23,-29,-33,-29,-5,-38,-25,-39,-13,-22,-30,-40,-30,-41,-23,-35,-42,-23,-40,-28,-25,-38,-19,-28,-20,-22,-30,-17,-25,-22,-24,-36
545.37,6,2,-13,-19,-28,-5,-12,-33,-3,-17,-22,-5,-11,-3,-6,-8,-10,-40,-2,-77,-24,-25,-3,-34,-29,-8,-13,-2,-24,41,-29,-6,-25,-16,-5,-13,5,-2,-13,-28,-25,-25,-13,-25,-15,-5,-21,-51,-25,-35,-27,-20,-34,-56,-22,-32,2,-34,-33,-2,-13,-27,11,-19,-33,-10,-18,-23,-24,-12,-22,-44,0,-32,2,-12,-22,-11,-23,-31,-26,-23,-27,-25,-19,-33,-33,-10,-42,-25,-30,-13,-19,-37,-13,-22,-24,-15,-16,-10,-16,-38,-26,-22,-19,-8,-34,-20,1,-26,-5,-17,-20,-40,-14,-33,-25,-23,-14,-10,-18,-16,-33,-37,-4,-26,-30,-6,-9,-1,9,27,55,98,182,275,388,547,679,855,926,943,928,947,941,876,861,847,886,827,745,716,700,679,677,647,612,572,551,569,530,499,474,493,479,468,453,421,372,355,377,322,321,324,300,284,277,323,273,284,268,267,268,239,266,249,243,236,230,262,240,259,288,241,252,262,199,259,235,256,237,242,216,191,161,152,126,98,66,35,-5,18,15,5,-33,-65,-35,-34,-24,-18,-4,-30,-17,-23,-15,-2,-34,-26,-41,-25,-31,-16,-27,-35,-11,-17,-19,-39,-24,-22,-35,-37,-24,-17,-32,-22,-27,-14,-6,-35,-25,-19,-30,-42,-39,-18,-15,-19,-12,-29,-28,-11,-6,-41,-12,-18,-43,-29,-31,-23,-25,-23,-21,-28,-24,-2,-46,-20,-31,-38,-32,-43,-34,0,-15,-35,-31,-20,-22,-17,-21,-10,-10,-14,-14,-47,-17,-20,-42,7,-33,-6,4
546.162,-22,-10,-25,-29,-33,-31,-26,-4,-24,-23,-30,-22,-43,-30,-33,-36,-8,-31,-30,-33,-15,-21,-39,-29,-38,-30,-34,-25,-26,-30,-12,-26,-47,-24,-33,-38,-38,-30,-35,-32,-18,-22,-10,-37,-36,-32,-43,-6,-82,-33,-12,-23,-29,-6,-15,-37,-28,-43,-37,-19,-48,-30,-33,-23,-30,-33,-22,-51,8,-10,-1,-43,-21,-25,-6,-42,-27,-25,-34,-38,-13,-10,-25,-21,3,-29,-19,-34,-27,-32,-36,-28,-17,-32,-27,-41,-35,-19,-13,-29,-43,-18,-40,17,-39,-27,-24,-13,-27,-17,-18,-27,-13,-40,-34,-9,-33,-27,-28,-31,-39,-35,-24,-32,-32,-41,-11,-37,-14,-17,10,5,37,82,175,268,417,586,733,878,928,989,971,979,933,925,905,877,853,835,796,737,739,723,725,636,611,595,602,533,562,531,495,489,457,435,420,429,422,383,378,353,309,310,287,283,268,276,292,302,272,261,270,264,291,261,229,257,225,272,257,269,239,268,246,236,285,243,300,235,268,234,248,179,179,136,129,93,54,33,5,-1,-20,-10,-23,-29,-12,-45,-35,-37,-12,-22,-22,-51,-32,-24,-15,-34,-30,-31,-52,-38,-43,-37,-17,-38,-32,-27,-40,-42,-35,-25,-31,-46,-43,-16,-30,-35,-39,-34,-31,-32,-27,-33,-16,-20,-28,-30,-35,-26,-10,-44,-24,-46,-22,-45,-23,-35,-33,-47,-27,-40,-54,-6,-12,-12,-17,-31,-16,-40,-37,-24,-33,-22,-39,-16,-35,-39,-25,-23,-39,-31,-19,-36,-32,-29,-49,-23,-38,-37,-16,-33,-33
546.955,14,-22,-18,-31,-19,-10,-15,-34,-9,-1,9,-17,-24,-21,-28,10,-4,-33,-13,-18,-14,-21,-31,4,-1,-29,-30,-8,-25,-17,1,-29,-34,-26,-20,-38,-28,-24,-17,-11,-30,-23,-8,-11,-10,-12,-17,-44,-20,-25,-14,-20,-20,-34,-38,-40,-29,-16,-12,-25,-17,-40,-44,-26,-19,-21,-16,-33,-35,-16,-11,-7,-40,-13,-11,-29,-35,-27,-21,-30,-29,-25,-25,-27,-4,-33,-32,-10,-38,-29,-22,-23,-24,-19,-24,-34,-21,-30,-19,-32,-23,-37,-27,-22,13,5,-11,-28,-15,8,-26,6,-13,-17,-25,-20,-8,-10,-28,-19,-33,-16,-23,-14,1,-29,-22,-11,-20,8,7,30,69,107,162,312,426,590,737,918,976,1059,1037,987,1042,911,924,867,866,813,774,800,763,737,727,674,618,669,581,606,610,531,513,484,512,467,445,429,385,392,398,344,360,319,280,300,282,337,278,312,282,278,286,285,274,256,284,257,272,251,267,280,258,277,306,263,295,279,308,251,276,244,240,210,187,143,123,122,45,56,79,6,-3,-13,-20,-8,-46,-16,-31,-36,-14,-4,-27,-19,-28,-22,-25,-15,-25,-33,-29,-33,-40,-25,-32,-29,-12,-7,-18,-35,-16,-23,-9,-42,-14,-29,-15,-40,-12,-9,9,-6,11,-28,-28,-15,-25,1,-32,-10,-20,-37,-15,-16,-24,-18,-24,-10,-20,-21,-7,-29,-35,0,-4,-17,-38,-21,-38,-27,-26,-22,-25,-30,-44,-43,-11,-10,-9,-15,-39,-23,-40,-30,-1,-32,-27,-42,10,-10,-16,-27,-28
547.747,4,-53,-28,-24,-31,-31,-10,-24,-32,-48,-33,2,-49,-54,-11,-25,-27,-56,-6,-36,-22,-27,-46,-21,-11,-30,-15,-13,-42,-29,-27,-18,-72,-23,-27,-36,-41,-41,-54,-22,-33,-29,-21,-24,-35,-33,-38,-19,-20,-32,-17,-20,-17,-38,-25,-43,-31,-33,-33,-46,-36,-31,-37,-39,-36,-23,-23,-37,-44,-33,-28,-33,-60,-33,-32,-27,-43,-47,-38,-27,-7,-26,-38,-47,-29,-32,-18,-31,-31,-33,-25,-23,-27,-13,-40,-22,-37,-21,-29,-35,-25,-31,0,-33,-27,-34,-41,-39,-33,-16,-24,-39,-28,-22,-37,-41,-53,-28,-27,-18,-15,-26,-43,-21,-35,-29,-22,-25,-2,-4,1,27,72,104,171,291,462,595,754,919,996,1048,1088,1078,1024,993,954,910,893,867,825,741,708,769,711,699,678,630,647,569,610,544,573,526,483,493,439,452,432,405,391,373,398,340,310,312,299,294,310,271,264,278,268,257,274,272,262,269,247,264,266,284,273,281,279,288,270,286,273,297,267,267,229,224,208,148,134,103,85,43,10,25,-8,2,-16,-26,-38,-31,-35,-37,-45,-54,-45,-38,-28,-42,-27,-36,-31,-48,-26,-29,-21,-53,-24,-48,-8,-23,-42,-24,-28,-41,-41,-38,-33,-23,-26,-28,-42,-26,-25,-28,-49,-38,-47,-38,-42,-25,-40,-50,-22,-32,-24,-54,-36,-38,-24,-32,-24,-40,-32,-34,-37,-41,-25,-44,-21,-31,-15,-22,-25,-41,-37,-14,-34,-39,-32,-38,-15,-34,-31,-49,-17,-51,-19,-33,-22,-47,-50,-24,-30,-37,-29
548.54,-11,-40,-15,-24,-32,-26,-27,-46,-24,-33,-21,-39,-24,-14,-23,-63,-26,-23,-37,-40,-31,-11,-28,-22,-43,-21,-24,-17,-37,-37,-24,-21,-23,-5,-27,-41,-18,-17,-27,-39,-32,-18,-33,-35,-4,-31,-25,-19,-39,-8,-30,-40,-17,-20,-25,-31,-25,-54,-46,-17,-8,-32,-33,-36,-36,-39,-32,-31,-19,-34,-24,-38,-12,-37,-39,-39,-12,-18,-35,-24,-29,-34,-50,-34,-37,-22,-29,-41,-7,-44,-21,-37,-32,-37,-28,-21,-44,-40,-44,-19,-32,-27,-49,-39,-33,-30,-31,-39,-39,-40,-28,-41,-33,-31,-29,-37,-30,-35,-32,-33,-35,-32,-31,-32,-63,-44,-27,-37,-17,9,2,22,56,107,181,275,451,635,824,966,1070,1107,1055,1099,1039,1010,972,939,902,898,853,821,783,772,724,716,703,709,674,594,614,597,567,541,532,483,474,464,395,415,426,395,357,325,356,299,293,321,330,297,265,280,318,271,294,300,288,271,287,282,294,276,299,281,271,270,274,283,273,246,300,270,233,222,186,174,127,74,77,59,14,0,-6,-23,-28,-23,-34,-32,-36,-31,-41,-29,-38,-28,-29,-50,-36,-40,-47,-20,-48,-47,-15,-18,-26,-21,-43,-39,-27,-33,-42,-43,-61,-39,-28,-20,-37,-40,-40,-29,-23,-23,-28,-26,-35,-34,-54,-14,-33,-24,-48,-40,-38,-30,-39,-44,-52,-39,-31,-40,-34,-42,-37,-37,-27,-23,-43,-21,-36,-41,-37,-31,-28,-33,-41,-30,-10,-37,-16,-42,-36,-39,-37,-52,-24,-36,-35,-61,-27,-33,-43,-34,-44
549.332,7,-9,10,-15,-24,12,-10,2,-3,14,-5,0,-9,-13,-15,-4,-23,-18,-21,2,6,-12,-19,-5,-24,-2,-20,11,0,15,-4,-5,-4,20,0,-18,9,-15,2,-8,-24,-12,-8,0,-35,6,-8,-1,10,-15,-15,-12,-9,-18,1,10,-7,-13,-12,-17,4,-5,26,-17,8,-13,-3,-23,-28,-12,-33,12,-14,-14,-23,4,-9,-15,7,5,-19,-17,-17,4,-35,6,-10,-3,-13,-16,-13,8,-3,-20,-20,-25,-24,-33,-8,-5,-10,9,-17,-31,-23,-28,-3,6,-17,-11,2,2,-20,6,-1,-14,-6,-35,-15,-7,-29,-10,0,-10,0,-25,5,15,14,22,29,50,110,133,229,342,514,696,862,1038,1131,1130,1122,1186,1119,1082,1049,988,983,942,863,906,856,798,777,758,732,690,688,671,659,620,593,573,564,536,527,495,460,440,425,387,417,378,380,356,355,368,339,302,352,354,352,310,311,313,288,316,299,319,298,312,304,305,326,339,348,308,316,308,299,289,290,272,241,194,147,121,89,54,44,35,2,19,0,-8,-11,7,4,-9,-10,-39,-4,-21,1,-23,-5,1,-6,-12,-21,0,-23,-17,-19,0,5,-19,8,7,-11,12,-12,-2,-22,13,1,-15,-27,-23,-4,13,-17,-3,-17,-31,-11,-15,-6,-16,-16,55,-37,-12,-10,-7,-25,-28,-23,-13,-24,-11,-14,-4,-14,-23,-9,-8,-31,-17,0,-19,-11,24,-21,-13,-21,0,-17,-14,-8,-1,5,-17,-25,-17,-16,10,-13,-52,-6,3,-12
550.124,1,11,-27,11,17,-6,3,4,-10,-14,5,-13,-4,-15,-11,-18,-22,-24,-33,-19,16,-9,-16,-7,-3,-5,-19,-3,-3,-13,-4,-7,-20,-10,-9,-19,5,7,-8,-20,-27,5,-5,-25,2,-14,54,-15,-29,-17,-26,-6,-19,9,-10,-17,-28,-2,-1,12,-10,-21,-17,18,-7,-11,-15,-2,-12,-15,1,-20,-11,-15,-9,-19,0,-15,-17,-9,15,1,19,9,-9,-19,30,-5,-20,-12,-12,-8,-11,-10,-26,-7,-20,-24,-11,-21,-38,-21,8,6,-22,4,2,-23,-22,-9,-17,-4,-11,-10,11,-11,-1,-24,-8,6,-22,4,-10,0,-22,-1,-22,11,5,17,19,46,76,131,241,358,522,707,886,1085,1144,1172,1231,1195,1140,1072,1090,1040,980,971,930,884,911,855,828,780,769,711,685,688,629,627,605,630,600,561,520,528,495,457,435,444,398,381,415,365,364,350,352,337,340,362,323,332,317,330,304,314,336,326,314,320,305,342,355,328,332,323,376,309,314,309,276,259,249,192,176,136,105,80,50,23,24,-3,6,5,8,-21,-28,1,-26,-19,-3,14,-20,4,-8,-17,-51,-12,-4,-13,-12,3,-17,-13,-14,-14,-30,-13,-24,-5,-22,-11,-18,-24,-11,-10,-22,-15,10,-26,-20,-7,4,16,4,3,-8,1,-7,-8,-22,-53,3,-3,-6,-4,-19,-20,6,-6,-15,-3,4,-28,-7,-40,-28,-12,-1,-12,-21,-17,8,-4,-6,-22,-5,-2,-4,-8,-12,-32,-20,-19,-37,-22,-13,-21,-14,-9,-7
550.917,7,-5,5,8,-10,-5,-16,-19,-1,-3,-20,-19,0,-1,-10,-15,-4,-11,-3,25,3,9,0,-12,-11,-17,-7,0,-23,-17,-10,-9,-13,-31,4,-1,14,-12,-3,-30,-7,-6,4,4,-1,-2,-9,-12,-20,-7,-21,-8,-4,9,-31,-10,-17,-24,-22,5,-23,10,-28,-3,-2,23,-6,7,-20,-6,2,-14,-22,-5,-18,-5,0,-26,-15,11,7,-23,5,-4,-4,5,-2,-11,7,-5,-17,-12,-24,-24,-6,-9,-9,-13,2,8,-14,-19,-34,-5,0,0,0,-10,-8,-12,-15,-9,-11,-17,-7,-6,-16,9,-10,10,-3,8,-14,23,-6,1,-15,12,-18,12,35,63,92,153,239,362,521,751,934,1043,1178,1197,1214,1213,1169,1177,1122,1073,1081,996,977,942,923,868,833,845,775,770,742,671,739,661,658,610,610,589,552,532,518,494,447,446,424,417,374,370,367,364,393,344,355,357,331,328,327,330,344,334,356,351,349,326,349,338,331,357,353,375,314,343,330,324,312,271,243,227,163,133,92,54,39,39,26,13,4,20,-11,6,-32,-16,11,2,-6,-8,-6,11,-13,-24,-11,-17,-15,-19,-2,-21,-4,3,2,-10,-3,0,-10,-20,11,-15,9,-5,4,-24,-4,-17,-4,-13,-5,-14,-16,-20,-11,-2,-10,-1,-36,7,-12,-14,-22,-21,14,-15,-4,-17,4,1,4,-12,-4,-3,-29,-5,-27,-16,-23,-23,-9,-17,6,-20,10,-25,11,-18,-4,-6,-10,-3,17,8,-6,15,-11,7,-8,-22,-12
